Diet,HF/CD,CD,HF
HMDB01000,-0.101666827,17588.67,16391.86
HMDB04158,-0.101652688,1472.046,1371.895
HMDB01206,-0.101445391,2099.002,1956.477
HMDB13035,-0.100755123,2187.747,2040.172
HMDB01346,-0.100297933,6954.918,6487.828
HMDB00290,-0.099957881,30223.14,28200.01
HMDB00190,-0.099801188,1017.8038,949.7754
HMDB01059,-0.099030014,2393.733,2234.934
HMDB04975,-0.098768326,2080.456,1942.792
HMDB05779,-0.098563357,11288.75,10543.27
HMDB01373,-0.098358643,8615.309,8047.518
HMDB01095,-0.098298821,3755.859,3508.475
HMDB00195,-0.097195264,12414.48,11605.66
HMDB02092,-0.0966193,1204.513,1126.487
HMDB10347,-0.09612324,2477.736,2318.03
HMDB00663,-0.095660893,2686.709,2514.339
HMDB06826,-0.094317551,1334.571,1250.113
HMDB01328,-0.094019139,12487.68,11699.82
HMDB08556,-0.093998097,3942.479,3693.798
HMDB10400,-0.093849527,859.144,805.0344
HMDB12108,-0.093434194,14227.64,13335.41
HMDB12108,-0.092271238,47941.27,44971.06
HMDB60511,-0.092244854,1076.56,1009.88
HMDB00024,-0.092142277,1884.718,1768.108
HMDB04957,-0.091119825,896.7437,841.8574
HMDB04086,-0.091066457,2412.12,2264.567
HMDB12084,-0.08989529,701.1614,658.8049
HMDB12108,-0.0897716,5719.718,5374.656
HMDB60669,-0.089739174,15929.56,14968.89
HMDB00054,-0.089590708,1226.56,1152.708
HMDB09045,-0.089441383,22010.07,20686.97
HMDB01155,-0.089388439,3233.165,3038.92
HMDB00496,-0.089374943,1877.09,1764.333
HMDB10408,-0.089249279,1247.628,1172.785
HMDB06211,-0.088798453,5082.282,4778.898
HMDB01373,-0.088467463,2828.492,2660.257
HMDB00763,-0.088358429,2324.13,2186.059
HMDB00517,-0.088358429,2324.13,2186.059
HMDB01494,-0.087875316,8582.956,8075.767
HMDB01870,-0.087875316,8582.956,8075.767
HMDB10401,-0.087820515,824.0807,775.4131
HMDB10401,-0.087090542,773.1994,727.9049
HMDB01120,-0.086738346,2777.307,2615.249
HMDB00045,-0.086617635,48463.26,45639.21
HMDB10169,-0.086403912,1363.782,1284.502
HMDB07897,-0.085233902,10210.342,9624.592
HMDB03939,-0.084834654,1312.877,1237.902
HMDB00030,-0.084782728,3518.903,3318.067
HMDB00089,-0.084782728,3518.903,3318.067
HMDB03974,-0.084603821,3944.991,3720.298
HMDB01054,-0.084008885,2874.386,2711.789
HMDB01201,-0.083924684,3324.486,3136.611
HMDB04259,-0.083233381,10051.785,9488.279
HMDB01423,-0.083171268,3755.932,3545.526
HMDB02206,-0.0830029,2585.465,2440.913
HMDB08288,-0.082755613,2178.424,2056.982
HMDB01062,-0.08260529,3662.044,3458.254
HMDB00972,-0.081768356,2043.801,1931.185
HMDB04586,-0.081578102,4397.104,4155.366
HMDB10379,-0.080840594,2190.081,2070.736
HMDB09311,-0.080628209,2048.084,1936.762
HMDB08029,-0.080534911,17020.96,16096.84
HMDB01491,-0.080398738,2038.326,1927.841
HMDB10319,-0.080085671,12592.75,11912.76
HMDB09511,-0.080036632,1219.426,1153.618
HMDB07851,-0.079775598,1741.903,1648.197
HMDB60666,-0.079493433,2892.682,2737.605
HMDB60483,-0.079392856,4088.422,3869.511
HMDB00510,-0.079392856,4088.422,3869.511
HMDB09147,-0.07829615,3065.592,2903.654
HMDB00363,-0.077578922,2195.522,2080.579
HMDB01273,-0.0774729,2723.256,2580.874
HMDB00208,-0.077389971,2226.951,2110.639
HMDB00033,-0.077153851,5358.323,5079.293
HMDB01067,-0.076967955,14689.72,13926.56
HMDB03259,-0.076945007,2760.446,2617.077
HMDB01439,-0.076597564,3169.65,3005.752
HMDB01314,-0.076597564,3169.65,3005.752
HMDB00833,-0.076387539,2959.813,2807.174
HMDB08836,-0.075717485,1282.557,1216.98
HMDB01487,-0.075645435,9033.837,8572.366
HMDB06865,-0.07539587,2107.119,1999.828
HMDB07851,-0.074840844,6315.275,5996.018
HMDB07868,-0.074615746,862.0396,818.5885
HMDB61086,-0.07378637,1783.552,1694.626
HMDB04029,-0.07378637,1783.552,1694.626
HMDB08647,-0.073730498,4139.967,3933.705
HMDB07894,-0.073651025,1795.989,1706.603
HMDB01397,-0.07362701,6291.035,5978.031
HMDB14440,-0.073556278,11453.63,10884.3
HMDB60521,-0.073492082,1503.43,1428.762
HMDB06865,-0.073345737,1587.272,1508.593
HMDB01337,-0.07327843,1472.831,1399.89
HMDB00122,-0.072704462,21598.85,20537.35
HMDB02829,-0.072374911,1272.908,1210.626
HMDB07930,-0.072287469,1221.188,1161.507
HMDB08753,-0.072184087,3221.332,3064.121
HMDB07955,-0.072184087,3221.332,3064.121
HMDB00241,-0.071280419,1415.704,1347.457
HMDB01090,-0.070640155,3771.758,3591.526
HMDB11118,-0.07055692,1677.866,1597.782
HMDB10347,-0.070540371,2228.495,2122.154
HMDB00010,-0.070540371,2228.495,2122.154
HMDB02127,-0.07033119,4730.934,4505.833
HMDB04949,-0.069701406,1032.1741,983.4918
HMDB00806,-0.069443756,127799.7,121793.8
HMDB13898,-0.069072175,4519.826,4308.528
HMDB00053,-0.069070512,2226.446,2122.364
HMDB01870,-0.069011145,5226.315,4982.2
HMDB02252,-0.068962315,1318.285,1256.752
HMDB60326,-0.06845375,2116.1,2018.039
HMDB01054,-0.0682997,1178.604,1124.107
HMDB10408,-0.068089574,859.9019,820.2607
HMDB07961,-0.067917181,1186.043,1131.502
HMDB01551,-0.067760356,859.2263,819.8033
HMDB15358,-0.067597102,1172.587,1118.913
HMDB10392,-0.066202287,823.2927,786.3672
HMDB00318,-0.066010546,1416.218,1352.879
HMDB00289,-0.065595374,134535.9,128555.9
HMDB03936,-0.065492139,991.0902,947.1049
HMDB00482,-0.065038678,11564.12,11054.37
HMDB60391,-0.064937758,858.7627,820.9656
HMDB09511,-0.064469674,873.6725,835.4902
HMDB04949,-0.064132664,1831.701,1752.059
HMDB12108,-0.063723747,3067.21,2934.68
HMDB12088,-0.063443199,4034.696,3861.113
HMDB00273,-0.063311408,137500.4,131596.8
HMDB00288,-0.062257723,14437.01,13827.25
HMDB00094,-0.062091071,2028.712,1943.252
HMDB00301,-0.061664165,936.5475,897.3607
HMDB01248,-0.061184212,3757.199,3601.189
HMDB06726,-0.061149321,695.2785,666.4246
HMDB60654,-0.061022662,1875.476,1797.802
HMDB12206,-0.06095096,2804.464,2688.449
HMDB02252,-0.060921003,1278.657,1225.787
HMDB01493,-0.060921003,1278.657,1225.787
HMDB00221,-0.060776828,2384.451,2286.087
HMDB00806,-0.060775585,19396.9,18596.75
HMDB01032,-0.060021157,3995.956,3833.121
HMDB00082,-0.059589254,4444.386,4264.554
HMDB00963,-0.05932056,10217.082,9805.497
HMDB01903,-0.058969078,2210.353,2121.828
HMDB10401,-0.058619128,1315.484,1263.105
HMDB04259,-0.058545693,3296.486,3165.39
HMDB00235,-0.058545693,3296.486,3165.39
HMDB01245,-0.058291844,30922.41,29697.9
HMDB10380,-0.058133481,1300.653,1249.285
HMDB01005,-0.057834353,1855.002,1782.11
HMDB06248,-0.057696218,14263.25,13704.09
HMDB09215,-0.057598681,3054.866,2935.305
HMDB08984,-0.057598681,3054.866,2935.305
HMDB00290,-0.057521737,54784.96,52643.6
HMDB00352,-0.057332467,1872.329,1799.382
HMDB07895,-0.057265136,685.1551,658.4918
HMDB00216,-0.057167489,3849.87,3700.3
HMDB15043,-0.056989956,3987.723,3833.269
HMDB12206,-0.05566984,8855.4,8520.202
HMDB12092,-0.055448421,3602.919,3467.072
HMDB04089,-0.054972269,1743.09,1677.921
HMDB01067,-0.054940361,10433.08,10043.24
HMDB01396,-0.054910344,1527.323,1470.284
HMDB29599,-0.054856867,1222.432,1176.823
HMDB00071,-0.054697957,2765.858,2662.957
HMDB08020,-0.054638427,20104.79,19357.61
HMDB00295,-0.054473707,15133.72,14572.95
HMDB02579,-0.054028193,2432.929,2343.502
HMDB04077,-0.053813557,5362.896,5166.541
HMDB00538,-0.053651731,19401.71,18693.44
HMDB00217,-0.053375133,1895.305,1826.466
HMDB60471,-0.052332153,1822.935,1757.995
HMDB00221,-0.051850827,1881.391,1814.974
HMDB00290,-0.051805811,12148.74,11720.23
HMDB08194,-0.051470977,2310.714,2229.728
HMDB00235,-0.051003793,5150.291,4971.393
HMDB04259,-0.051003793,5150.291,4971.393
HMDB01564,-0.050665224,19925.55,19237.94
HMDB01373,-0.050259116,4470.116,4317.072
HMDB10384,-0.050133083,24346.78,23515.27
HMDB01176,-0.050020418,1944.019,1877.772
HMDB03337,-0.050020418,1944.019,1877.772
HMDB00218,-0.050016547,6477.377,6256.662
HMDB10384,-0.049784243,7524.823,7269.587
HMDB01248,-0.049714746,4070.598,3932.716
HMDB00054,-0.049355557,1213.335,1172.528
HMDB11690,-0.049004811,9502.614,9185.254
HMDB01514,-0.049004811,9502.614,9185.254
HMDB60383,-0.048677728,1557.932,1506.243
HMDB01388,-0.047911406,17352.6,16785.79
HMDB00707,-0.047834305,5844.372,5653.772
HMDB00225,-0.047834305,5844.372,5653.772
HMDB00218,-0.047656859,6255.759,6052.487
HMDB60383,-0.047324158,1736.574,1680.534
HMDB00030,-0.047212492,43722.84,42315.16
HMDB01866,-0.047206993,7767.465,7517.416
HMDB59628,-0.047110253,2082.271,2015.374
HMDB09408,-0.047005189,14661.01,14191.03
HMDB01550,-0.046379976,1915.106,1854.518
HMDB11149,-0.046169525,755.4288,731.6361
HMDB59613,-0.046025094,2301.627,2229.359
HMDB00172,-0.046013721,66141.84,64065.58
HMDB08852,-0.045724749,1825.753,1768.795
HMDB00175,-0.045555782,12090.33,11714.52
HMDB01328,-0.045391182,4508.609,4368.964
HMDB60015,-0.045387262,6288.082,6093.338
HMDB09344,-0.045051884,2058.771,1995.474
HMDB00295,-0.044708528,8148.236,7899.598
HMDB10165,-0.043859848,29109.81,28238.15
HMDB01316,-0.043756924,3246.9,3149.9
HMDB01397,-0.043709281,10329.86,10021.59
HMDB08682,-0.04297153,8821.362,8562.487
HMDB01202,-0.042961974,6725.302,6527.982
HMDB08621,-0.042751281,7709.282,7484.185
HMDB12317,-0.042557933,13661.04,13263.94
HMDB02212,-0.042403452,29414.35,28562.39
HMDB01513,-0.042230276,2512.867,2440.377
HMDB01557,-0.042142792,9923.117,9637.444
HMDB03944,-0.042116396,1535.894,1491.705
HMDB01248,-0.041791628,3329.41,3234.348
HMDB00301,-0.041097569,242932.6,236109.9
HMDB01343,-0.041065628,1608.19,1563.059
HMDB03193,-0.040961563,1008.1693,979.9475
HMDB10384,-0.040908026,1859.889,1807.892
HMDB01018,-0.04081396,1893.62,1840.8
HMDB10393,-0.04069336,1077.541,1047.572
HMDB00296,-0.040574716,114155.1,110989.3
HMDB60431,-0.040419489,1568.672,1525.333
HMDB12085,-0.039994086,1052.117,1023.351
HMDB01358,-0.03989259,5519.782,5369.243
HMDB03213,-0.039848373,1027.3165,999.3295
HMDB00536,-0.039588478,2933.326,2853.928
HMDB00078,-0.039086993,6348.049,6178.37
HMDB07900,-0.038940574,3464.144,3371.892
HMDB01132,-0.038856109,2847.983,2772.302
HMDB10404,-0.038563174,2874.104,2798.297
HMDB01191,-0.037755437,3551.291,3459.559
HMDB00020,-0.037065869,2926.528,2852.297
HMDB01066,-0.036648242,1351.37,1317.474
HMDB07879,-0.036036979,2637.747,2572.675
HMDB08852,-0.035977266,741.8196,723.5492
HMDB00272,-0.035973181,31368.36,30595.87
HMDB00148,-0.035973181,31368.36,30595.87
HMDB04952,-0.035124919,3447.049,3364.138
HMDB00019,-0.035103971,7075.003,6904.93
HMDB08194,-0.035002238,4427.288,4321.167
HMDB00528,-0.034665415,4873.503,4757.797
HMDB01423,-0.034472812,6528.891,6374.734
HMDB01397,-0.034238519,73551.56,71826.56
HMDB00618,-0.033688559,2329.402,2275.638
HMDB03974,-0.033187577,2768.267,2705.313
HMDB00289,-0.033187577,2768.267,2705.313
HMDB01413,-0.032843415,1676.282,1638.552
HMDB10332,-0.032726608,950.2073,928.8951
HMDB01000,-0.032593762,3320.832,3246.648
HMDB60072,-0.03259305,1469.884,1437.049
HMDB01091,-0.032551892,2801.941,2739.428
HMDB06791,-0.032285434,1819.339,1779.077
HMDB02212,-0.032148069,6421.138,6279.636
HMDB00641,-0.031909934,659757.4,645324.9
HMDB00140,-0.030945078,1437.438,1406.934
HMDB03219,-0.030899262,3486.691,3412.808
HMDB00020,-0.030603215,3412.052,3340.436
HMDB00625,-0.030441926,15861.36,15530.18
HMDB00538,-0.030363282,1812.036,1774.298
HMDB01397,-0.029890377,18793.21,18407.85
HMDB00195,-0.029404104,3923.108,3843.959
HMDB01409,-0.02936448,6194.361,6069.556
HMDB01220,-0.029314855,9257.967,9071.748
HMDB60484,-0.02903675,3611.845,3539.877
HMDB01308,-0.028635332,2452.524,2404.325
HMDB06802,-0.028450764,1568.054,1537.434
HMDB07900,-0.028420211,2899.169,2842.616
HMDB00972,-0.028051541,1310.706,1285.467
HMDB00511,-0.02758658,343.8402,337.3279
HMDB00929,-0.027308374,1877.53,1842.325
HMDB12085,-0.027072962,1625.878,1595.652
HMDB08293,-0.027042127,1585.872,1556.423
HMDB00012,-0.026840247,5401.782,5302.215
HMDB04158,-0.026492813,1558.818,1530.454
HMDB11149,-0.026459339,1183.07,1161.57
HMDB60471,-0.02622494,1605.96,1577.031
HMDB07877,-0.02597076,5199.294,5106.536
HMDB07870,-0.02597076,5199.294,5106.536
HMDB01220,-0.025682265,1505.491,1478.928
HMDB01439,-0.025622794,2501.366,2457.333
HMDB00072,-0.024913939,2353.165,2312.877
HMDB59628,-0.024806547,2338.217,2298.356
HMDB11154,-0.024589157,2064.679,2029.787
HMDB00031,-0.023683876,882.2104,867.8459
HMDB60358,-0.02334508,2487.017,2447.097
HMDB04975,-0.023183933,3004.809,2956.908
HMDB08556,-0.023183933,3004.809,2956.908
HMDB00044,-0.023146708,3693.252,3634.47
HMDB60507,-0.022664646,6964.763,6856.202
HMDB10343,-0.022114309,1763.524,1736.698
HMDB02092,-0.021822422,2337.546,2302.454
HMDB59599,-0.021655449,5269.051,5190.551
HMDB10330,-0.021396603,2180.272,2148.175
HMDB00181,-0.021307462,4444.133,4378.979
HMDB00833,-0.020975705,17328.45,17078.33
HMDB01406,-0.020954193,25968.54,25594.09
HMDB60414,-0.020803475,2823.894,2783.466
HMDB00295,-0.020512143,4572.888,4508.331
HMDB10370,-0.019966906,397.6741,392.2082
HMDB02332,-0.019414712,4676.329,4613.82
HMDB02829,-0.019267538,1224.894,1208.644
HMDB10380,-0.019267538,1224.894,1208.644
HMDB00053,-0.019057761,2461.791,2429.485
HMDB06728,-0.019014287,1011.943,998.6934
HMDB08835,-0.018968912,1318.845,1301.618
HMDB00212,-0.018599267,12067.81,11913.23
HMDB00511,-0.018498578,15078.04,14885.94
HMDB00152,-0.018278544,2211.076,2183.239
HMDB00221,-0.017849785,4083.585,4033.372
HMDB10401,-0.017512293,769.9652,760.6754
HMDB60431,-0.017275556,2020.063,1996.018
HMDB04078,-0.01695765,3795.098,3750.751
HMDB01278,-0.01595044,1776.608,1757.074
HMDB03537,-0.015932192,4321.381,4273.921
HMDB01191,-0.015596699,2608.769,2580.718
HMDB02127,-0.015078503,6695.076,6625.466
HMDB11676,-0.015011254,3062.777,3031.074
HMDB04952,-0.014636934,1628.847,1612.405
HMDB60431,-0.014219966,1969.492,1950.175
HMDB02332,-0.014076599,22414.68,22197.04
HMDB08292,-0.013296835,2142.829,2123.17
HMDB03938,-0.012794364,1739.688,1724.328
HMDB11104,-0.012547171,3335.248,3306.367
HMDB00763,-0.012469218,1121.342,1111.692
HMDB03905,-0.012419625,6949.513,6889.944
HMDB59628,-0.011718032,1916.082,1900.582
HMDB01120,-0.011184936,4907.397,4869.498
HMDB07869,-0.011125228,1065.12,1056.938
HMDB00056,-0.010902824,10999.13,10916.32
HMDB00058,-0.010486979,16297.87,16179.83
HMDB00978,-0.010408376,4536.783,4504.17
HMDB04224,-0.010408376,4536.783,4504.17
HMDB10165,-0.010225233,12601.71,12512.71
HMDB00816,-0.010181876,12683.62,12594.42
HMDB00202,-0.010181876,12683.62,12594.42
HMDB01245,-0.010065096,6209.013,6165.846
HMDB09045,-0.010056764,225233.2,223668.6
HMDB01352,-0.009801741,1936.783,1923.669
HMDB01487,-0.009583579,3496.397,3473.248
HMDB01487,-0.009220945,1972.033,1959.469
HMDB04112,-0.009162112,2292.369,2277.857
HMDB04483,-0.009102066,1489.217,1479.851
HMDB00295,-0.008833514,7010.07,6967.279
HMDB06591,-0.008027732,3346.761,3328.19
HMDB01564,-0.007836583,3536.896,3517.736
HMDB60511,-0.00782934,830.0712,825.5787
HMDB04701,-0.007294486,1388.748,1381.744
HMDB01330,-0.007023108,2770.057,2756.605
HMDB04970,-0.0066368,2865.32,2852.169
HMDB07872,-0.006107686,1186.391,1181.379
HMDB00237,-0.006020309,1242.476,1237.302
HMDB01321,-0.006011333,18373.91,18297.51
HMDB00124,-0.005989455,9906.184,9865.143
HMDB01552,-0.005020997,1555.16,1549.757
HMDB01412,-0.004826196,2472.097,2463.841
HMDB00191,-0.00402134,8608.948,8584.985
HMDB01494,-0.003644273,11871.59,11841.64
HMDB00285,-0.003056272,4664.011,4654.141
HMDB01508,-0.002870171,7994.574,7978.685
HMDB13122,-0.002258042,724.8402,723.7066
HMDB13122,-0.001750955,724.9367,724.0574
HMDB10165,-0.001336419,26266.17,26241.85
HMDB01018,-0.001305297,5189.339,5184.646
HMDB01564,-0.001011087,6407.487,6402.998
HMDB00268,-0.001010794,11151.03,11143.22
HMDB09045,-0.000911778,105413.7,105347.1
HMDB01570,-0.000174748,9577.358,9576.198
HMDB04195,0.000240718,3182.172,3182.703
HMDB06821,0.001523139,2515.343,2518
HMDB01220,0.002158651,2318.712,2322.184
HMDB02190,0.002377975,7822.285,7835.189
HMDB01067,0.002440323,2819.956,2824.73
HMDB07900,0.003203567,1431.392,1434.574
HMDB60297,0.003247332,1418.736,1421.933
HMDB00286,0.003417447,25607.17,25667.9
HMDB01397,0.003497623,3758.484,3767.607
HMDB00905,0.003635321,8597.736,8619.428
HMDB00086,0.003688182,5350.187,5363.882
HMDB00929,0.003804794,9031.859,9055.71
HMDB01388,0.004073034,91005.21,91262.5
HMDB01067,0.004198145,2131.31,2137.521
HMDB00012,0.004257046,4861.736,4876.103
HMDB06878,0.004257046,4861.736,4876.103
HMDB00020,0.004423855,3071.549,3080.982
HMDB00064,0.004423855,3071.549,3080.982
HMDB15233,0.004961787,2313.384,2321.354
HMDB00050,0.00502807,4983.856,5001.256
HMDB00092,0.005087293,2255.647,2263.615
HMDB60483,0.0056366,4621.631,4639.723
HMDB01062,0.006092585,5121.234,5142.907
HMDB02212,0.00620845,1024.43,1028.848
HMDB59664,0.006352438,5255.975,5279.169
HMDB00641,0.00660668,119566.8,120115.6
HMDB13040,0.006798596,1911.275,1920.303
HMDB60274,0.006857791,3608.146,3625.338
HMDB03391,0.006910499,5914.422,5942.82
HMDB11676,0.006910499,5914.422,5942.82
HMDB07885,0.007014124,51370.04,51620.4
HMDB01487,0.00722832,11967.28,12027.39
HMDB01209,0.00755661,3598.533,3617.431
HMDB00045,0.007709911,1419638,1427245
HMDB00194,0.007805045,2533.225,2546.967
HMDB00045,0.008331992,28482.36,28647.33
HMDB06558,0.008331992,28482.36,28647.33
HMDB00299,0.008587603,10358.07,10419.91
HMDB06736,0.008649567,407.8703,410.323
HMDB00641,0.008803717,37306.43,37534.78
HMDB06816,0.00908876,638.856,642.8934
HMDB60509,0.009306143,41357.51,41625.15
HMDB08916,0.009353062,1288.57,1296.951
HMDB00005,0.009416794,6988.087,7033.849
HMDB14611,0.009560272,1049.682,1056.661
HMDB03213,0.009647008,1441.9,1451.574
HMDB00195,0.009750269,8771.525,8831.007
HMDB01276,0.009862439,897.1883,903.3426
HMDB00972,0.00992916,1190.106,1198.325
HMDB59599,0.010115669,1553.092,1564.02
HMDB01527,0.010122562,8208.521,8266.318
HMDB06406,0.010667989,2786.351,2807.031
HMDB08293,0.010717564,2168.172,2184.339
HMDB01274,0.010929932,1861.582,1875.739
HMDB01399,0.011096687,1281.78,1291.677
HMDB00031,0.011411019,1959.229,1974.787
HMDB01368,0.01152856,4452.448,4488.17
HMDB02127,0.012301006,7620.584,7685.838
HMDB11747,0.013040271,7701.16,7771.085
HMDB06791,0.013181334,3277.997,3308.084
HMDB59663,0.01335109,19838.18,20022.62
HMDB59620,0.01346564,14561.66,14698.21
HMDB01031,0.013900493,3286.525,3318.344
HMDB10328,0.013965635,5373.772,5426.044
HMDB60493,0.013965635,5373.772,5426.044
HMDB59664,0.01420452,3355.921,3389.126
HMDB03585,0.01420452,3355.921,3389.126
HMDB01423,0.014361456,16501.88,16666.97
HMDB00536,0.014399764,1868.084,1886.823
HMDB03288,0.01451264,1542.013,1557.603
HMDB00052,0.014539512,1638.369,1654.964
HMDB08653,0.014776611,7450.025,7526.723
HMDB07952,0.014776611,7450.025,7526.723
HMDB00177,0.014787098,12426.3,12554.32
HMDB09410,0.014865409,2668.003,2695.636
HMDB00833,0.014873866,4606.437,4654.174
HMDB60067,0.01501076,2216.946,2240.133
HMDB11117,0.01501076,2216.946,2240.133
HMDB01487,0.015173367,45464.44,45945.13
HMDB00156,0.015323982,4797.354,4848.582
HMDB01143,0.015492185,3021.611,3054.233
HMDB00045,0.015521705,150569.8,152198.5
HMDB14426,0.015601932,802.9984,811.7295
HMDB01096,0.015761168,6086.1,6152.954
HMDB06555,0.016088354,3965.13,4009.595
HMDB01355,0.016166933,3773.775,3816.302
HMDB10337,0.016502414,999.9763,1011.4803
HMDB01238,0.017349022,2433.125,2462.561
HMDB60477,0.017388601,3393.264,3434.41
HMDB00781,0.018039654,4207.464,4260.405
HMDB00301,0.018074404,52510.39,53172.39
HMDB00157,0.018186304,12609.6,12769.56
HMDB01527,0.018629538,5593093,5665785
HMDB01232,0.018629538,5593093,5665785
HMDB03193,0.018655338,1165.437,1180.605
HMDB01423,0.019013055,3363.845,3408.47
HMDB01191,0.019106107,3026.008,3066.349
HMDB59635,0.019323563,4523.302,4584.295
HMDB01232,0.01954586,316186.9,320499.8
HMDB60343,0.01984119,1476.978,1497.431
HMDB11690,0.020087814,10247.34,10391.02
HMDB01138,0.020129595,1122.09,1137.856
HMDB01316,0.020214304,2467.38,2502.195
HMDB01557,0.020427378,3601.429,3652.785
HMDB01517,0.020853873,2691.593,2730.782
HMDB02265,0.021055594,5222.068,5298.841
HMDB01511,0.021182583,2789.608,2830.869
HMDB01128,0.021182583,2789.608,2830.869
HMDB10716,0.021269916,3098.422,3144.441
HMDB01406,0.021395466,2099.698,2131.069
HMDB59620,0.021441757,2857.756,2900.546
HMDB60484,0.021649824,8087.011,8209.284
HMDB00201,0.021798435,3326.535,3377.179
HMDB10337,0.021800392,1216.633,1235.157
HMDB06343,0.022041002,4225.669,4290.723
HMDB00827,0.022299732,464124.4,471354.1
HMDB00827,0.022441218,49810.94,50591.81
HMDB00251,0.02245682,7647029,7766993
HMDB01555,0.022722402,10761.81,10932.65
HMDB06779,0.022791834,10363.27,10528.29
HMDB01473,0.022913686,5629.521,5719.646
HMDB01228,0.022944942,3989.616,4053.575
HMDB00881,0.022944942,3989.616,4053.575
HMDB01138,0.022944942,3989.616,4053.575
HMDB01487,0.023049382,5772.769,5865.739
HMDB01517,0.023245448,1748.443,1776.843
HMDB01527,0.023290185,192865.7,196004.5
HMDB04971,0.02346062,1201.005,1220.695
HMDB01265,0.023477669,26310.12,26741.78
HMDB04086,0.023595291,2002.367,2035.385
HMDB06796,0.023839215,8770.111,8916.233
HMDB00935,0.023927542,1610.717,1637.654
HMDB01396,0.024424124,1021.634,1039.077
HMDB01557,0.024439706,3694.845,3757.97
HMDB00097,0.025064349,67434.8,68616.6
HMDB01018,0.026196952,1857.761,1891.803
HMDB00118,0.026234995,4158.288,4234.597
HMDB06834,0.026320395,2068.29,2106.37
HMDB00833,0.026320395,2068.29,2106.37
HMDB00827,0.026685803,2892660,2946664
HMDB09610,0.026693214,161465.7,164481
HMDB01155,0.026722158,2015.513,2053.193
HMDB01409,0.026797219,5400.951,5502.208
HMDB14440,0.026943394,1987.935,2025.41
HMDB01128,0.027092034,5266.299,5366.128
HMDB00094,0.027346286,2646.873,2697.523
HMDB01368,0.027365505,139733.1,142408.9
HMDB00280,0.028015833,3903.335,3979.875
HMDB05175,0.028041612,8465.085,8631.23
HMDB60413,0.028060241,9834.494,10027.646
HMDB59635,0.028286646,2201.736,2245.331
HMDB00511,0.028318305,1811.361,1847.267
HMDB00224,0.028562218,4222.285,4306.71
HMDB06343,0.02858646,2204.851,2248.975
HMDB03288,0.028685065,4407.29,4495.797
HMDB60077,0.028735687,18619.38,18993.96
HMDB07894,0.029242497,48105.67,49090.69
HMDB01399,0.029480498,2092.612,2135.813
HMDB01557,0.029507449,2508.856,2560.698
HMDB09603,0.029604239,34056.4,34762.46
HMDB01330,0.029967904,1901.959,1941.88
HMDB00063,0.030220101,2307.361,2356.203
HMDB00177,0.030331452,170308.6,173927.1
HMDB06254,0.030399846,1227.604,1253.746
HMDB00071,0.030567887,3119.019,3185.81
HMDB08916,0.030716607,2289.097,2338.357
HMDB00209,0.03121133,3838.497,3922.444
HMDB00019,0.03121133,3838.497,3922.444
HMDB03219,0.031228497,3441.426,3516.731
HMDB00012,0.031228497,3441.426,3516.731
HMDB60367,0.031228497,3441.426,3516.731
HMDB00097,0.031338098,88.43987,90.38197
HMDB00118,0.031540173,13054.51,13343.05
HMDB60274,0.032693697,4085.729,4179.375
HMDB06555,0.032693697,4085.729,4179.375
HMDB01278,0.03282711,1899.859,1943.584
HMDB00187,0.033008812,8043.435,8229.59
HMDB01919,0.033147709,3991.829,4084.608
HMDB06254,0.033439818,1077.297,1102.559
HMDB00306,0.033509938,737.3323,754.659
HMDB60316,0.034189655,2565.644,2627.172
HMDB00244,0.034342277,4221.241,4322.93
HMDB01062,0.034534353,13804.07,14138.49
HMDB10383,0.034733795,2212.634,2266.551
HMDB01024,0.03480499,1519.063,1556.156
HMDB00788,0.034913729,3649.478,3738.874
HMDB01245,0.035366965,2713.291,2780.628
HMDB06731,0.035392519,566.4003,580.4672
HMDB00194,0.035412659,2451.396,2512.313
HMDB02092,0.035842099,1490.358,1527.848
HMDB00133,0.036030763,20711.69,21235.47
HMDB00061,0.036196082,18553.45,19024.83
HMDB06744,0.03634443,5066.549,5195.807
HMDB06591,0.036638978,2029.358,2081.556
HMDB04949,0.03665595,4125.245,4231.402
HMDB00208,0.036798105,9301.72,9542.026
HMDB00220,0.037559908,2813765,2887982
HMDB01372,0.037683757,1843.714,1892.507
HMDB06236,0.037912854,27139.58,27862.24
HMDB00225,0.038105764,99075.97,101727.72
HMDB00175,0.038378747,116009,119136.5
HMDB60072,0.039770426,1187.396,1220.584
HMDB06765,0.040081954,1006.878,1035.244
HMDB01066,0.040692647,1727.551,1776.972
HMDB01372,0.040813027,2069.432,2128.811
HMDB07937,0.041167905,2103.712,2164.607
HMDB00061,0.041637196,24450.15,25166.08
HMDB00296,0.041959617,10768.43,11086.22
HMDB60507,0.042244275,11390.43,11728.89
HMDB01413,0.043343912,8245.098,8496.57
HMDB00016,0.043374271,852.1535,878.1623
HMDB14477,0.043374271,852.1535,878.1623
HMDB03335,0.043556864,3027.728,3120.533
HMDB09573,0.043738201,8316.946,8572.952
HMDB01527,0.043953218,2943.796,3034.862
HMDB07892,0.043961174,25824.02,26623.03
HMDB00273,0.044560564,4219.614,4351.979
HMDB06224,0.044712707,1280.714,1321.028
HMDB02820,0.044968297,1408.695,1453.295
HMDB60077,0.045195689,2187.34,2256.948
HMDB04586,0.04545083,7216.326,7447.289
